Descri??o Leg?vel do Hor?rio,Id,Nome,Descri??o Curta,Descri??o Longa,Data de Cria??o,Data de Atualiza??o,Publicado por,Projeto,Classifica??o Et?ria,Mais Informa??es,Tags,Linguagens,Verificado,Sub-T?tulo,Inscri??es,Pre?o,Tradu??o para LIBRAS,?udio descri??o,Site,Facebook,Twitter,Google+,Instagram,Nome da aba oportunidade,Usar a aba oportunidades?,Data Inicial,Data Final,Dura??o,Frequ?ncia,Hor?rio Inicial,Hor?rio Final,Repete-Domingo,Repete-Segunda,Repete-Ter?a,Repete-Quarta,Repete-Quinta,Repete-Sexta,Repete-S?bado,Espa?o,CEP,Logradouro,N?mero,Complemento,Bairro,Munic?pio,Estado
Dia 9 de junho de 2019 ?s 19:00,1625,Espetáculo: O Pássaro Azul,"Livremente inspirado na obra hom?nima de Maurice Maeterlinck, o espet?culo convida o espectador ? uma viagem-sonho junto com a personagem que, solit?ria, encontra em um p?ssaro a companhia para uma aventura por lugares fant?sticos, onde imagina??o e realidade coexistem.","""O P?ssaro Azul - Montagem c?nica"" tem patroc?nio do PROMIC - Programa Municipal de Incentivo ? Cultura, Secretaria de Cultura do Munic?pio de Londrina. Estreia dias 07 e 08 de junho, no Triol? Vila Cultural, ?s 20:00 horas. Dia 09 de junhi ?s 19:00. Entrada gratuita Contribui??o no chap?u para conserva??o do espa?o. Livremente inspirado na obra hom?nima de Maurice Maeterlinck, o espet?culo convida o espectador ? uma viagem-sonho junto com a personagem que, solit?ria, encontra em um p?ssaro a companhia para uma aventura por lugares fant?sticos, onde imagina??o e realidade coexistem. Bonecos e tores percorrem lembran?as, divaga??es imag?ticas, locais e delicadezas sens?veis ao universo da literatura e do sonho. Classifica??o LIVRE",2019-05-23 10:22:25,2019-06-07 15:26:25,Alexandre Simioni ,,Livre,(43) 3024-3330,,Teatro,false,O P?ssaro Azul - Montagem c?nica,,Contribuição no Chapéu,,,http://triole.com.br,,,,,,,2019-06-09,,60,Uma vez,19:00,20:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 24 de junho de 2019 ?s 09:00,1627,"QUE FESTA É ESSA, CRIATURA?","Palha?a Incr?vel Teimosa foi contratada pela mulher mais rica da cidade, a Senhora D, para animar uma grande festa repleta de m?gica, malabarismo, m?sica e muita divers?o. Nada poderia sair errado e, neste evento, tudo deveria ser perfeito e sofisticado. Por?m, o que Senhora D n?o sabia ? que perfei??o n?o faz parte do mundo ?s avessas desta palha?a","Uma grande festa repleta de muita divers?o ? a proposta deste espet?culo e ele est? para come?ar! Quem ir? comandar tudo isso ? a Incr?vel Teimosa, palha?a contratada pela mulher mais rica da cidade, Senhora D, que espera que tudo saia como planejado. Por?m, confus?es, trapalhadas e muitas surpresas nos fazem perguntar: Que Festa ? Essa, Criatura? , pois Incr?vel Teimosa desmistifica a ideia de que a palhacinha , ou seja, a figura feminina, precisa ser sempre e somente meiga e comportada. Ela toca guitarra, gosta de rock, brinca de guerrinha de almofadas, entre muitas outras estripulias que, socialmente, pertenceria ao palha?o, ou seja, ? figura masculina. Assim, est?o todos convidados para esta incr?vel festa/espet?culo que mistura a linguagem teatral ? arte da Mulher Palha?a e que, no final das contas, quer mesmo a risada do p?blico! Local: Biblioteca Eug?nia Monfranati - Cras Sul A Data: 24 de junho de 2019 Horas: 09h00 Cia Incr?vel Teimosa Ficha T?cnica: Atriz/Palha?a: Daniele Pezenti Dire??o: Daniele Pezenti Assessoria de Cena: Adriano Gouvella Figurino: Daniele Pezenti e Sueli Pezenti Dias Maquiagem: Daniele Pezenti Sonoplastia: Daniele Pezenti e Adriano Gouvella Cenografia: Daniele Pezenti Fotografia: Camila Fontes e Val?ria Felix T?cnico de Som: Adriano Gouvella V?deo: Luis Mioto Produ??o: Daniele Pezenti Dura??o: 47 min Classifica??o: Livre",2019-05-23 13:08:41,2019-06-04 15:24:53,Paulo Cesar Vilas Boas ,,Livre,(43) 3372-4853,,Artes Circenses,false,A arte da mulher palha?a,Participa??o livre,Gratuito,N?o,N?o,https://www.facebook.com/ciaincrivelteimosa,,,,,,,2019-06-24,,60,Uma vez,09:00,10:00,,Sim,,,,,,Biblioteca Eugênia Monfranati,Av. Guilherme de Almeida,2260,PR,,,,
Dia 6 de junho de 2019 ?s 10:00. Telefone: 3338-4925,1628,"Oficina de desenhos sobre o livro ""Onde vivem os monstros""","Oficina de desenhos sobre o livro Onde vivem os monstros  de Maurice Sendak ser? desenvolvida no m?s junho nas bibliotecas setoriais. A atividade faz parte do projeto ""Toda Quinta tem Hist?ria"", que ? desenvolvido pelo proponente e artista pl?stico Paulo Tio, com apoio da Secretaria Municipal de Cultura, por meio da Diretoria de Bibliotecas e Diretoria de Incentivo a Cultura.","Durante a atividade os participantes poder?o realizar a cria??o de bonecos em eva de alguns personagens da hist?ria Onde vivem os monstros , de Maurice Sendak. Tendo como refer?ncia os bonecos usados na conta??o, os participantes ter?o ? disposi??o moldes das pe?as a serem montadas como, por exemplo, rostos, bra?os, roupas, etc. Desta maneira eles poder?o desenh?-los no eva, recort?-los e depois mont?-los. O objetivo da atividade ? despertar o gosto pela leitura e incentivar a criatividade dos participantes. A idade m?nima para participa??o ? de seis anos e a participa??o ? gratuita.",2019-05-23 14:42:04,2019-05-23 14:51:37,Guilherme Yung Wing Li ,,Livre,(43) 3371-6500,"Onde vivem os monstros, Oficina de artes, Paulo Tio",Artes Visuais,false,,Inscri??es podem ser feitas pelo telefone nas Bibliotecas: Biblioteca do CEU: (43) 3338-4925 Biblioteca Ramal Vila Nova: (43) 3329-6993 Biblioteca Lup?rcio Luppi: (43) 3329-0316,gratuito,,,,,,,,,,2019-06-06,,120,Uma vez,10:00,12:00,,,,,Sim,,,Biblioteca do CEU,Rua ?ngelo Gaiotto,s/n,Localizada no Centro de Artes e Esportes Unificados (CEU),PR,,,
Dia 18 de junho de 2019 ?s 10:00. Telefone (43) 3329-6993,1628,"Oficina de desenhos sobre o livro ""Onde vivem os monstros""","Oficina de desenhos sobre o livro Onde vivem os monstros  de Maurice Sendak ser? desenvolvida no m?s junho nas bibliotecas setoriais. A atividade faz parte do projeto ""Toda Quinta tem Hist?ria"", que ? desenvolvido pelo proponente e artista pl?stico Paulo Tio, com apoio da Secretaria Municipal de Cultura, por meio da Diretoria de Bibliotecas e Diretoria de Incentivo a Cultura.","Durante a atividade os participantes poder?o realizar a cria??o de bonecos em eva de alguns personagens da hist?ria Onde vivem os monstros , de Maurice Sendak. Tendo como refer?ncia os bonecos usados na conta??o, os participantes ter?o ? disposi??o moldes das pe?as a serem montadas como, por exemplo, rostos, bra?os, roupas, etc. Desta maneira eles poder?o desenh?-los no eva, recort?-los e depois mont?-los. O objetivo da atividade ? despertar o gosto pela leitura e incentivar a criatividade dos participantes. A idade m?nima para participa??o ? de seis anos e a participa??o ? gratuita.",2019-05-23 14:42:04,2019-05-23 14:51:37,Guilherme Yung Wing Li ,,Livre,(43) 3371-6500,"Onde vivem os monstros, Oficina de artes, Paulo Tio",Artes Visuais,false,,Inscri??es podem ser feitas pelo telefone nas Bibliotecas: Biblioteca do CEU: (43) 3338-4925 Biblioteca Ramal Vila Nova: (43) 3329-6993 Biblioteca Lup?rcio Luppi: (43) 3329-0316,gratuito,,,,,,,,,,2019-06-18,,120,Uma vez,10:00,12:00,,,Sim,,,,,Biblioteca Municipal Ramal Vila Nova,Rua Purus,45,PR,,,,
Dia 25 de junho de 2019 ?s 10:00. Telefone: (43) 3329-0316,1628,"Oficina de desenhos sobre o livro ""Onde vivem os monstros""","Oficina de desenhos sobre o livro Onde vivem os monstros  de Maurice Sendak ser? desenvolvida no m?s junho nas bibliotecas setoriais. A atividade faz parte do projeto ""Toda Quinta tem Hist?ria"", que ? desenvolvido pelo proponente e artista pl?stico Paulo Tio, com apoio da Secretaria Municipal de Cultura, por meio da Diretoria de Bibliotecas e Diretoria de Incentivo a Cultura.","Durante a atividade os participantes poder?o realizar a cria??o de bonecos em eva de alguns personagens da hist?ria Onde vivem os monstros , de Maurice Sendak. Tendo como refer?ncia os bonecos usados na conta??o, os participantes ter?o ? disposi??o moldes das pe?as a serem montadas como, por exemplo, rostos, bra?os, roupas, etc. Desta maneira eles poder?o desenh?-los no eva, recort?-los e depois mont?-los. O objetivo da atividade ? despertar o gosto pela leitura e incentivar a criatividade dos participantes. A idade m?nima para participa??o ? de seis anos e a participa??o ? gratuita.",2019-05-23 14:42:04,2019-05-23 14:51:37,Guilherme Yung Wing Li ,,Livre,(43) 3371-6500,"Onde vivem os monstros, Oficina de artes, Paulo Tio",Artes Visuais,false,,Inscri??es podem ser feitas pelo telefone nas Bibliotecas: Biblioteca do CEU: (43) 3338-4925 Biblioteca Ramal Vila Nova: (43) 3329-6993 Biblioteca Lup?rcio Luppi: (43) 3329-0316,gratuito,,,,,,,,,,2019-06-25,,120,Uma vez,10:00,12:00,,,Sim,,,,,Biblioteca Pública Municipal Lupércio Luppi,Av. Saul Elkind,790,PR,,,,
Dia 2 de junho de 2019 ?s 09:00,1629,Oficina “Dramaturgia de Palhaç@”,"ATUACIA estuda a linguagem do palha?@ e engendra uma pesquisa que ser? partilhada em forma de uma Oficina que abrange a Dramaturgia de Palha?@ . A viv?ncia abordar? essa tem?tica de forma pr?tica, e ser? aberta interessad@s no universo do palha?@ com idade acima de 14 anos. Uma proposta que visa fomentar o interc?mbio art?stico e expandir o estudo da palha?aria.","Interessados e interessadas a partir de 14 anos Gratuito M?nimo 06 pessoas / M?ximo 20 pessoas Inscri??o no local, por ordem de chegada Este projeto foi contemplado no Pr?mio Funarte para Circula??o de Espet?culos Circenses  2018 https://atuaciateatral.wixsite.com/atuaciateatral [Foto: Francine Souza]",2019-05-23 16:47:54,2019-05-23 16:53:58,Alexandre Simioni ,,14 anos,(43) 3024-3330,,"Curso ou Oficina, Teatro",false,,"Inscri??o no local, por ordem de chegada",0,,,http://triole.com.br/programacao-vila/,,,,,,,2019-06-02,,180,Uma vez,09:00,12:00,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 16 de junho de 2019 ?s 18:00,1630,"Performance e Exposição Fotográfica ""Por Elas""","O projeto Por Elas nasceu do encontro de duas mulheres artistas que investigam suas ancestralidades por meio da performance art e fotografia. Nessa pesquisa s?o unidas duas a??es, Fetto in Casa , de N?thali Abatti e H?bito , de Thainara Pereira, na busca de explorar o discurso da feminilidade e sua presen?a na cultura e sociedade contempor?nea.","O projeto Por Elas nasceu do encontro de duas mulheres artistas que investigam suas ancestralidades por meio da performance art e fotografia. Nessa pesquisa s?o unidas duas a??es, Fetto in Casa , de N?thali Abatti e H?bito , de Thainara Pereira, na busca de explorar o discurso da feminilidade e sua presen?a na cultura e sociedade contempor?nea. O intuito deste trabalho consiste em representar o ato de ser mulher, utilizando da fotografia e da a??o performativa, na busca de dialogar com os espectadores sobre a representatividade da mulher. Que permane?a o afeto das nossas lembran?as, mas que se amplifiquem os horizontes do feminino e do ser mulher. Por elas, para essa sequ?ncia de mulheres que est?o e que vir?o. Exposi??o Fotogr?fica: de 07 a 16 de junho de 2019 Performance: 16 de junho de 2019 | 18h00 Indica??o 12 anos Contribui??o no Chap?u O Projeto Por Elas  tem patroc?nio do PROMIC  Programa Municipal de Incentivo ? Cultura, Secretaria de Cultura do Munic?pio de Londrina. https://www.facebook.com/porelaspor/ [Foto: F?bio Alcover]",2019-05-23 16:59:29,2019-06-14 09:35:38,Alexandre Simioni ,,12 anos,(43) 3024-3330,,"Artes Integradas, Exposi??o, Artes Visuais",false,,,Contribuição no Chapéu,,,http://triole.com.br/programacao-vila/,,,,,,,2019-06-16,,90,Uma vez,18:00,19:30,Sim,,,,,,,Vila TRIOLÉ Cultural,Rua Etienne Lenoir,155,PR,,,,
Dia 08 de Junho das 16h as 22h,1633,Festa Junina AFC,Festa junina da Associa??o Fl?via Cristina,,2019-05-30 09:13:47,,Renato Eder Munhoz ,,Livre,(43) 3327-4828,,Cultura Tradicional,false,Venha participar do nosso arrai? da solidariedade,,,,,https://www.facebook.com/events/2293242327386325/,,,,,,,2019-06-08,,360,Uma vez,16:00,22:00,,,,,,,Sim,Associação Flávia Cristina,Av. Saul Elkind,5000,Pr?dio,PR,,,
Diariamente de 11 a 13 de julho de 2019 ?s 20:00,1635,Cabaré o Show,"O espet?culo ser? composto por uma sequ?ncia circense que nunca vai deixar a cena vazia, com n?meros de tango acrob?tico, canastilha, passagens c?micas e pelo menos tr?s apresenta??es de n?meros a?reos adapt?veis ?s salas de espet?culo, como tecido gota, trap?zio quadrado, quadrante coreano e lira. Ser?o n?meros bem cuidados nos elementos de composi??o, juntando modalidades do novo circo.",,2019-06-01 18:05:53,2019-07-10 10:06:10,Barracão Tangara ,,16 anos,(43) 99922-9656,"dan?a, teatro, circo",Artes Circenses,false,Performances Artisticas,,"20,00 (Unico)",,,,,,,,,,2019-07-11,2019-07-13,60,Diariamente,20:00,21:00,,,,,Sim,Sim,Sim,Barracão Tangara,Rua Augusto Severo,544,Ao Lado do Habbibs,PR,,,
Dia 15 de junho de 2019 ?s 14:00 ?s 22:00,1636,VI Festival Cultural Arraia da Integração.,"O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019.","O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019, realizando apresenta??es art?sticas para os mais variados p?blicos, comtemplando atra??es infantis, adultos, musicais e folcl?ricas. A iniciativa ? um roteiro cultural que articula diversas a??es educativas e culturais existentes nas regi?es de Londrina fortalecendo as comunidades e envolve os diversos agentes culturais onde a gest?o p?blica, organiza??es da sociedade c?vel e empresas privadas da nossa cidade atuam de forma integrada compartilhando responsabilidade e compromisso em prol do desenvolvimento regional. Com o objetivo de contribuir para o fortalecimento e promo??o das artes popular na regi?o estimulando sua dissemina??o e promover o turismo atrav?s da valoriza??o da cultura popular, ? realizado durante a Rota da Integra??o, apresenta??es culturais aberta ao p?blico em 3 dias de evento, trocas, aprendizados, e viv?ncias de v?rias culturas atrav?s da integra??o de grupos locais e regionais, cursos, e oficinas nas diversas linguagens art?sticas em todos os locais envolvidas na rota e interc?mbio cultural entre produtores, mestres, grupos, artistas, gestores e agentes culturais de outras regi?es. Este evento surge como a??o cultural voltado para a valoriza??o do folclore enquanto reflexo da identidade do sertanejo, reafirmo a cultura popular como a express?o mais legitima e espont?nea de um povo. A rota da Integra??o 2019 ser? guiada evidenciando as pr?ticas culturais dos artistas e comunidades das localidades sede do evento por meio da realiza??o do VI Festival Cultural Arraia da Integra??o.",2019-06-03 12:29:41,2019-09-15 14:29:46,ZUILA DE OLIVEIRA ,,Livre,(43) 98835-9880,"INTEGRA??O, ARRAIA, CULTURA, POPULAR, FESTA, MUSICA","M?sica Popular, Dan?a, Cultura Tradicional",false,ARRAIA DA INTEGRA??O,"Venha e traga sua fam?lia! 15 junho ? 20 julho 2019 Dia 15 junho, Bairro Morumbi; Zona Leste Dia 23 junho Feira do Limoeiro; Zona Rural Dia 20 julho Ouro Verde Zona Norte.",0,N?o,Sim,https://www.facebook.com/groups/1489195244632289/,,,,,GRUPOS ARTISTICOS E ARTISTAS QUE DESEJAR PARTICIPAR ENTRAR EM CONTATO. 43-988359880,true,2019-06-15,,480,Uma vez,14:00,22:00,,,,,,,Sim,Centro Comunitário do Jardim Morumbi,Av. Laranjeiras c/ Tamareiras,PR,,,,,
Dia 23 de junho de 2019 ?s 08:00 ?s 16:00,1636,VI Festival Cultural Arraia da Integração.,"O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019.","O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019, realizando apresenta??es art?sticas para os mais variados p?blicos, comtemplando atra??es infantis, adultos, musicais e folcl?ricas. A iniciativa ? um roteiro cultural que articula diversas a??es educativas e culturais existentes nas regi?es de Londrina fortalecendo as comunidades e envolve os diversos agentes culturais onde a gest?o p?blica, organiza??es da sociedade c?vel e empresas privadas da nossa cidade atuam de forma integrada compartilhando responsabilidade e compromisso em prol do desenvolvimento regional. Com o objetivo de contribuir para o fortalecimento e promo??o das artes popular na regi?o estimulando sua dissemina??o e promover o turismo atrav?s da valoriza??o da cultura popular, ? realizado durante a Rota da Integra??o, apresenta??es culturais aberta ao p?blico em 3 dias de evento, trocas, aprendizados, e viv?ncias de v?rias culturas atrav?s da integra??o de grupos locais e regionais, cursos, e oficinas nas diversas linguagens art?sticas em todos os locais envolvidas na rota e interc?mbio cultural entre produtores, mestres, grupos, artistas, gestores e agentes culturais de outras regi?es. Este evento surge como a??o cultural voltado para a valoriza??o do folclore enquanto reflexo da identidade do sertanejo, reafirmo a cultura popular como a express?o mais legitima e espont?nea de um povo. A rota da Integra??o 2019 ser? guiada evidenciando as pr?ticas culturais dos artistas e comunidades das localidades sede do evento por meio da realiza??o do VI Festival Cultural Arraia da Integra??o.",2019-06-03 12:29:41,2019-09-15 14:29:46,ZUILA DE OLIVEIRA ,,Livre,(43) 98835-9880,"INTEGRA??O, ARRAIA, CULTURA, POPULAR, FESTA, MUSICA","M?sica Popular, Dan?a, Cultura Tradicional",false,ARRAIA DA INTEGRA??O,"Venha e traga sua fam?lia! 15 junho ? 20 julho 2019 Dia 15 junho, Bairro Morumbi; Zona Leste Dia 23 junho Feira do Limoeiro; Zona Rural Dia 20 julho Ouro Verde Zona Norte.",0,N?o,Sim,https://www.facebook.com/groups/1489195244632289/,,,,,GRUPOS ARTISTICOS E ARTISTAS QUE DESEJAR PARTICIPAR ENTRAR EM CONTATO. 43-988359880,true,2019-06-23,,480,Uma vez,08:00,16:00,Sim,,,,,,,"Estrada do Limoeiro, km 9",km 9,PR,,,,,
Dia 20 de julho de 2019 ?s 14:00 ?s 22:00,1636,VI Festival Cultural Arraia da Integração.,"O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019.","O Festival Cultural Arraia da Integra??o de Londrina completa 6 anos de atividades em 2019 e, para celebrar esta data t?o significativa tanto para cultura popular quanto para a cidade de Londrina e seus cidad?os daremos in?cio ?s comemora??es no m?s de junho e julho de 2019, realizando apresenta??es art?sticas para os mais variados p?blicos, comtemplando atra??es infantis, adultos, musicais e folcl?ricas. A iniciativa ? um roteiro cultural que articula diversas a??es educativas e culturais existentes nas regi?es de Londrina fortalecendo as comunidades e envolve os diversos agentes culturais onde a gest?o p?blica, organiza??es da sociedade c?vel e empresas privadas da nossa cidade atuam de forma integrada compartilhando responsabilidade e compromisso em prol do desenvolvimento regional. Com o objetivo de contribuir para o fortalecimento e promo??o das artes popular na regi?o estimulando sua dissemina??o e promover o turismo atrav?s da valoriza??o da cultura popular, ? realizado durante a Rota da Integra??o, apresenta??es culturais aberta ao p?blico em 3 dias de evento, trocas, aprendizados, e viv?ncias de v?rias culturas atrav?s da integra??o de grupos locais e regionais, cursos, e oficinas nas diversas linguagens art?sticas em todos os locais envolvidas na rota e interc?mbio cultural entre produtores, mestres, grupos, artistas, gestores e agentes culturais de outras regi?es. Este evento surge como a??o cultural voltado para a valoriza??o do folclore enquanto reflexo da identidade do sertanejo, reafirmo a cultura popular como a express?o mais legitima e espont?nea de um povo. A rota da Integra??o 2019 ser? guiada evidenciando as pr?ticas culturais dos artistas e comunidades das localidades sede do evento por meio da realiza??o do VI Festival Cultural Arraia da Integra??o.",2019-06-03 12:29:41,2019-09-15 14:29:46,ZUILA DE OLIVEIRA ,,Livre,(43) 98835-9880,"INTEGRA??O, ARRAIA, CULTURA, POPULAR, FESTA, MUSICA","M?sica Popular, Dan?a, Cultura Tradicional",false,ARRAIA DA INTEGRA??O,"Venha e traga sua fam?lia! 15 junho ? 20 julho 2019 Dia 15 junho, Bairro Morumbi; Zona Leste Dia 23 junho Feira do Limoeiro; Zona Rural Dia 20 julho Ouro Verde Zona Norte.",Gratuito,N?o,Sim,https://www.facebook.com/groups/1489195244632289/,,,,,GRUPOS ARTISTICOS E ARTISTAS QUE DESEJAR PARTICIPAR ENTRAR EM CONTATO. 43-988359880,true,2019-07-20,,480,Uma vez,14:00,22:00,,,,,,,Sim,Centro Social e Pastoral Santo Antônio Maria Claret,Rua Togo,60,PR,,,,
